"species","kingdom","phylum","class"
"Triadenum virginicum",NA,NA,NA
"Cladonia graciliformis",NA,NA,NA
"Hypomyces hyalinus",NA,NA,NA
"Rhizocarpon lavatum",NA,NA,NA
"Strangospora microhaema",NA,NA,NA
"Urospora penicilliformis",NA,NA,NA
"Carex echinata",NA,NA,NA
"Cladium mariscoides",NA,NA,NA
"Carex leptalea",NA,NA,NA
"Sphagnum nemoreum",NA,NA,NA
"Utricularia resupinata",NA,NA,NA
"Dryopteris triploidea",NA,NA,NA
"Laminaria longicruris",NA,NA,NA
"Passaloecus monilicornis",NA,NA,NA
"Phaeolepiota aurea",NA,NA,NA
"Lecanora caesiorubella",NA,NA,NA
"Anguilla rostrata",NA,NA,NA
"Andrena dunningi",NA,NA,NA
"Cladina rangiformis",NA,NA,NA
"Osmia atriventris",NA,NA,NA
"Glyceria grandis",NA,NA,NA
"Sphagnum fuscum",NA,NA,NA
"Catillaria nigroclavata",NA,NA,NA
"Cladonia pyxidata",NA,NA,NA
"Hedwigia albicans",NA,NA,NA
"Fundulus heteroclitus",NA,NA,NA
"Thuidium abietinum",NA,NA,NA
"Cortinarius muciflauus",NA,NA,NA
"Hoplitis producta",NA,NA,NA
"Lasioglossum hitchensi",NA,NA,NA
"Boletus subglabripes",NA,NA,NA
"Leptothorax muscorum",NA,NA,NA
"Acrosiphonia arcta",NA,NA,NA
"Lecanora circumborealis",NA,NA,NA
"Schoenoplectus subterminalis",NA,NA,NA
"Microtus pennsylvanicus",NA,NA,NA
"Megalospora porphyritis",NA,NA,NA
"Ralfsia bornetii",NA,NA,NA
"Lepomis gibbosus",NA,NA,NA
"Tylopilus chromapes",NA,NA,NA
"Blarina brevicauda",NA,NA,NA
"Peponapis pruinosa",NA,NA,NA
"Symphyotrichum boreale",NA,NA,NA
"Nymphaea odorata",NA,NA,NA
"Sphagnum palustre",NA,NA,NA
"Calicium trabinellum",NA,NA,NA
"Peltigera leucophlebia",NA,NA,NA
"Glyceria striata",NA,NA,NA
"Polistes fuscatus",NA,NA,NA
"Nowellia curvifolia",NA,NA,NA
"Xanthoparmelia taractica",NA,NA,NA
"Nysson lateralis",NA,NA,NA
"Gymnopus dryophilus",NA,NA,NA
"Pertusaria trachythallina",NA,NA,NA
"Leccinum aurantiacum",NA,NA,NA
"Boletus projectilis",NA,NA,NA
"Sphinctrina tubaeformis",NA,NA,NA
"Ectocarpus siliculosus",NA,NA,NA
"Xanthoparmelia hypopsila",NA,NA,NA
"Boletus pseudorubinellus",NA,NA,NA
"Callitriche hermaphroditica",NA,NA,NA
"Dubiraphia sanderson",NA,NA,NA
"Muhlenbergia uniflora",NA,NA,NA
"Racomitrium canescens",NA,NA,NA
"Anatis labiculata",NA,NA,NA
"Scymnus kugelann",NA,NA,NA
"Micarea prasina",NA,NA,NA
"Myzia pullata",NA,NA,NA
"Calicium parvum",NA,NA,NA
"Formica integra",NA,NA,NA
"Parmelia crinita",NA,NA,NA
"Hylaeus verticalis",NA,NA,NA
"Hylocomium splendens",NA,NA,NA
"Urospora wormskioldii",NA,NA,NA
"Leccinum coffeeatum",NA,NA,NA
"Xerula furfuracea",NA,NA,NA
"Halictus parallelus",NA,NA,NA
"Pogonia ophioglossoides",NA,NA,NA
"Anthrenus ",NA,NA,NA
"Ferrissia regularis",NA,NA,NA
"Boletus miniato",NA,NA,NA
"Cladonia chlorophaea",NA,NA,NA
"Lasius flavus",NA,NA,NA
"Baeomyces rufus",NA,NA,NA
"Calothrix crustacea",NA,NA,NA
"Parmelia subaurifera",NA,NA,NA
"Dicranum fuscescens",NA,NA,NA
"Cetraria pinastri",NA,NA,NA
"Zostera marina",NA,NA,NA
"Chalciporus piperatus",NA,NA,NA
"Cladonia cervicornis",NA,NA,NA
"Mycoblastus affinis",NA,NA,NA
"Flavocetraria nivalis",NA,NA,NA
"Corallorhiza maculata",NA,NA,NA
"Stereocaulon pileatum",NA,NA,NA
"Ulva linza",NA,NA,NA
"Sarcodia ceylanica",NA,NA,NA
"Cladina arbuscula",NA,NA,NA
"Paraprosalpia littoralis",NA,NA,NA
"Inonotus obliquus",NA,NA,NA
"Andrena crataegi",NA,NA,NA
"Sparganium americanum",NA,NA,NA
"Urospora curvata",NA,NA,NA
"Agaricus abruptibulbus",NA,NA,NA
"Everniastrum catawbiense",NA,NA,NA
"Sarcodon lanuginosus",NA,NA,NA
"Calicium salicinum",NA,NA,NA
"Andreaea rupestris",NA,NA,NA
"Myrmica schencki",NA,NA,NA
"Juncus effusus",NA,NA,NA
"Gentianaceae juss",NA,NA,NA
"Utricularia floridana",NA,NA,NA
"Glyceria obtusa",NA,NA,NA
"Ectemnius dives",NA,NA,NA
"Lasioglossum lineatulum",NA,NA,NA
"Percursaria percursa",NA,NA,NA
"Scirpus cyperinus",NA,NA,NA
"Sphagnum magellanicum",NA,NA,NA
"Diphyscium foliosum",NA,NA,NA
"Pholiota squarrosoadiposa",NA,NA,NA
"Rhodocollybia prolixa",NA,NA,NA
"Ulva intestinalis",NA,NA,NA
"Cladophora albida",NA,NA,NA
"Leccinum vulpinum",NA,NA,NA
"Polystichum acrostichoides",NA,NA,NA
"Choreocolax polysiphoniae",NA,NA,NA
"Rana palustris",NA,NA,NA
"Cladophora rupestris",NA,NA,NA
"Hygrophorus falvodiscus",NA,NA,NA
"Stereocaulon vesuvianum",NA,NA,NA
"Degelia plumbea",NA,NA,NA
"Lecidea albocaerulescens",NA,NA,NA
"Dolichoderus mariae",NA,NA,NA
"Cortinarius whiteae",NA,NA,NA
"Juncus militaris",NA,NA,NA
"Tricholoma fulvum",NA,NA,NA
"Andrena hirticincta",NA,NA,NA
"Lecanora saligna",NA,NA,NA
"Gasterosteus aculeatus",NA,NA,NA
"Biatora vernalis",NA,NA,NA
"Cladonia humilis",NA,NA,NA
"Xylographa abietina",NA,NA,NA
"Carex cumulata",NA,NA,NA
"Trametes hirsuta",NA,NA,NA
"Tylopilus felleus",NA,NA,NA
"Titanoderma corallinae",NA,NA,NA
"Peniophora gigantea",NA,NA,NA
"Entoloma conicum",NA,NA,NA
"Hygrophorus miniatus",NA,NA,NA
"Alosa pseudoharengus",NA,NA,NA
"Hygrophorus tephroleucus",NA,NA,NA
"Racomitrium lanuginosum",NA,NA,NA
"Catocala badia",NA,NA,NA
"Bombus sandersoni",NA,NA,NA
"Chamberlainia campestris",NA,NA,NA
"Andrena thaspii",NA,NA,NA
"Leptothorax retractus",NA,NA,NA
"Polysiphonia stricta",NA,NA,NA
"Psathyrella verna",NA,NA,NA
"Nomada imbricata",NA,NA,NA
"Protopannaria pezizoides",NA,NA,NA
"Halosaccion ramentaceum",NA,NA,NA
"Polia imbrifera",NA,NA,NA
"Carex folliculata",NA,NA,NA
"Amanita porphyria",NA,NA,NA
"Passaloecus singularis",NA,NA,NA
"Asterophora lycoperdoides",NA,NA,NA
"Rubus hispidus",NA,NA,NA
"Polysiphonia fucoides",NA,NA,NA
"Usnea dasypoga",NA,NA,NA
"Placynthiella icmalea",NA,NA,NA
"Russula fragrantissima",NA,NA,NA
"Polysiphonia urceolata",NA,NA,NA
"Buellia stillingiana",NA,NA,NA
"Cystoderma amianthinum",NA,NA,NA
"Lecidella euphorea",NA,NA,NA
"Calvia quatuordecimguttata",NA,NA,NA
"Dactylolabis pemetica",NA,NA,NA
"Pringsheimiella scutata",NA,NA,NA
"Lasioglossum rufitarse",NA,NA,NA
"Bombus rufocinctus",NA,NA,NA
"Carex stipata",NA,NA,NA
"Lactarius deceptivus",NA,NA,NA
"Lepraria finkii",NA,NA,NA
"Melanelixia subaurifera",NA,NA,NA
"Lactarius gerardii",NA,NA,NA
"Philaenus leucophthalmus",NA,NA,NA
"Haematomma cismonicum",NA,NA,NA
"Melanelia exasperatula",NA,NA,NA
"Amanita solaniolens",NA,NA,NA
"Ectocarpus fasciculatus",NA,NA,NA
"Pulveroboletus ravenellii",NA,NA,NA
"Theonoe stridula",NA,NA,NA
"Polyxenus fasciculatus",NA,NA,NA
"Oncophorus wahlenbergii",NA,NA,NA
"Cortinarius semisanguineus",NA,NA,NA
"Chrysothrix candelaris",NA,NA,NA
"Chlorochytrium inclusum",NA,NA,NA
"Hydnellum suaveolens",NA,NA,NA
"Lepidozia reptans",NA,NA,NA
"Thelypteris palustris",NA,NA,NA
"Physciella melanchra",NA,NA,NA
"Postia caesia",NA,NA,NA
"Rhodocollybia maculata",NA,NA,NA
"Boletus calopus",NA,NA,NA
"Clavaria appalachiensis",NA,NA,NA
"Rhododendron canadense",NA,NA,NA
"Ulva compressa",NA,NA,NA
"Pterostichus adoxus",NA,NA,NA
"Parmelia neodiscordans",NA,NA,NA
"Petrocelis cruenta",NA,NA,NA
"Formica neorufibarbis",NA,NA,NA
"Coltricia perennis",NA,NA,NA
"Mephitis mephitis",NA,NA,NA
"Pleurotus osteratus",NA,NA,NA
"Pertusaria consocians",NA,NA,NA
"Tortella fragilis",NA,NA,NA
"Picea rubens",NA,NA,NA
"Rhynchospora fusca",NA,NA,NA
"Sarea resinae",NA,NA,NA
"Cortinarius malachius",NA,NA,NA
"Salix pyrifolia",NA,NA,NA
"Marasmiellus ramealus",NA,NA,NA
"Suaeda americana",NA,NA,NA
"Heterodermia squamulosa",NA,NA,NA
"Diploschistes actinostomus",NA,NA,NA
"Buellia punctata",NA,NA,NA
"Leptogium tenuissimum",NA,NA,NA
"Candelaria concolor",NA,NA,NA
"Andrena bisalicis",NA,NA,NA
"Trapeliopsis flexuosa",NA,NA,NA
"Audouinella secundata",NA,NA,NA
"Nothodelphax albocarinata",NA,NA,NA
"Sphagnum pylaesii",NA,NA,NA
"Boletus rubroflammeus",NA,NA,NA
"Chaetomorpha linum",NA,NA,NA
"Metanema inatomaria",NA,NA,NA
"Ramaria subbotrytis",NA,NA,NA
"Loxospora pustulata",NA,NA,NA
"Umbilicaria papulosa",NA,NA,NA
"Verrucaria degelii",NA,NA,NA
"Dibaeis beaomyces",NA,NA,NA
"Carex pseudocyperus",NA,NA,NA
"Dentinum repandum",NA,NA,NA
"Phaeocalicium polyporaeum",NA,NA,NA
"Peltigera canina",NA,NA,NA
"Lactarius rufus",NA,NA,NA
"Desmarestia aculeata",NA,NA,NA
"Parmotrema reticulatum",NA,NA,NA
"Fissidens adianthoides",NA,NA,NA
"Lasius subumbratus",NA,NA,NA
"Apamea alia",NA,NA,NA
"Lasius neoniger",NA,NA,NA
"Ramaria densa",NA,NA,NA
"Laminariocolax tomentosoides",NA,NA,NA
"Arthrorhaphis citrinella",NA,NA,NA
"Salix sericea",NA,NA,NA
"Tuckermannopsis sepincola",NA,NA,NA
"Cortinarius flexipes",NA,NA,NA
"Habenaria dilatata",NA,NA,NA
"Pannaria rubiginosa",NA,NA,NA
"Hypotrachyna imbricatula",NA,NA,NA
"Rinodina milliaria",NA,NA,NA
"Entoloma rhodopolium",NA,NA,NA
"Clavulina rugosa",NA,NA,NA
"Esox americanus",NA,NA,NA
"Caloplaca microthallina",NA,NA,NA
"Pseudocyphellaria holarctica",NA,NA,NA
"Amelanchier laevis",NA,NA,NA
"Rhytidiadelphus squarrosus",NA,NA,NA
"Agrocybe dura",NA,NA,NA
"Myotis lucifugus",NA,NA,NA
"Candelariella vitellina",NA,NA,NA
"Melanelia hepatizon",NA,NA,NA
"Cladonia scabriuscula",NA,NA,NA
"Bacidia rubella",NA,NA,NA
"Inonotus radiatus",NA,NA,NA
"Varicellaria velata",NA,NA,NA
"Pertusaria alpina",NA,NA,NA
"Pseudoarmillariella ectypoides",NA,NA,NA
"Physcia caesia",NA,NA,NA
"Cortinarius pseudosalor",NA,NA,NA
"Physcia adscendens",NA,NA,NA
"Lactarius camphoratus",NA,NA,NA
"Ameiurus melas",NA,NA,NA
"Cladonia multiformis",NA,NA,NA
"Amanita muscaria",NA,NA,NA
"Ramboldia elabens",NA,NA,NA
"Ramaria botrydioides",NA,NA,NA
"Porpidia macrocarpa",NA,NA,NA
"Carex lacustris",NA,NA,NA
"Saccharina latissima",NA,NA,NA
"Aspicilia laevata",NA,NA,NA
"Russula albonigra",NA,NA,NA
"Hypoxylon fragiforme",NA,NA,NA
"Dicranum flagellare",NA,NA,NA
"Xanthoria elegans",NA,NA,NA
"Entoloma luteum",NA,NA,NA
"Pyrenula pseudobufonia",NA,NA,NA
"Hygrocybe cantharellus",NA,NA,NA
"Gomphus fluccosus",NA,NA,NA
"Micarea nitschkeana",NA,NA,NA
"Usnea lapponica",NA,NA,NA
"Sphagnum capillaceum",NA,NA,NA
"Sagittaria latifolia",NA,NA,NA
"Lactarius lignyotus",NA,NA,NA
"Juniperus horizontalis",NA,NA,NA
"Eriophorum virginicum",NA,NA,NA
"Catostomus commersoni",NA,NA,NA
"Isoetes ",NA,NA,NA
"Lasioglossum foxii",NA,NA,NA
"Apiosporina morobosum",NA,NA,NA
"Dolichovespula maculata",NA,NA,NA
"Melanelia sorediata",NA,NA,NA
"Gymnopilus luteus",NA,NA,NA
"Hygrocybe coccinea",NA,NA,NA
"Ramariopsis kunzei",NA,NA,NA
"Ectemnius continuus",NA,NA,NA
"Fundulus diaphanus",NA,NA,NA
"Boletus paluster",NA,NA,NA
"Verrucaria striatula",NA,NA,NA
"Melissodes trinodis",NA,NA,NA
"Lactarius subpurpureus",NA,NA,NA
"Carex houghtoniana",NA,NA,NA
"Usnea schadenbergiana",NA,NA,NA
"Pimephales promelas",NA,NA,NA
"Rattus norvegicus",NA,NA,NA
"Mycetinus scorodonius",NA,NA,NA
"Tricholoma albobrunneum",NA,NA,NA
"Comptonia peregrina",NA,NA,NA
"Tomoxia borealis",NA,NA,NA
"Sphagnum teres",NA,NA,NA
"Dryopteris carthusiana",NA,NA,NA
"Carex wiegandii",NA,NA,NA
"Lycopus uniflorus",NA,NA,NA
"Polyporus leptocephalus",NA,NA,NA
"Pholiota aurivella",NA,NA,NA
"Entoloma sinuatum",NA,NA,NA
"Euthora cristata",NA,NA,NA
"Nomada inepta",NA,NA,NA
"Hypnum pallescens",NA,NA,NA
"Sarcodon imbricatus",NA,NA,NA
"Osmia ",NA,NA,NA
"Russula paludosa",NA,NA,NA
"Inocybe lacera",NA,NA,NA
"Leathesia difformis",NA,NA,NA
"Falco peregrinus",NA,NA,NA
"Callithamnion tetragonum",NA,NA,NA
"Amelanchier spicata",NA,NA,NA
"Eriophorum viridicarinatum",NA,NA,NA
"Poa palustris",NA,NA,NA
"Cakile edentula",NA,NA,NA
"Ramaria obtusissima",NA,NA,NA
"Clavulina cristata",NA,NA,NA
"Sphagnum angustifolium",NA,NA,NA
"Platismatia norvegica",NA,NA,NA
"Micarea erratica",NA,NA,NA
"Leptogium denticulatum",NA,NA,NA
"Hygrocybe laeta",NA,NA,NA
"Sphagnum affine",NA,NA,NA
"Juncus canadensis",NA,NA,NA
"Cratenellus fallax",NA,NA,NA
"Somatochlora incurvata",NA,NA,NA
"Tricholomopsis rutilans",NA,NA,NA
"Lactarius vietus",NA,NA,NA
"Nephroma helveticum",NA,NA,NA
"Cortinarius annulatus",NA,NA,NA
"Eumenes crucifera",NA,NA,NA
"Chrysomyxa ledicola",NA,NA,NA
"Crossocerus barbipes",NA,NA,NA
"Orbilia xanthostigma",NA,NA,NA
"Polypodium virginianum",NA,NA,NA
"Rhizocarpon rubescens",NA,NA,NA
"Suillus granulatus",NA,NA,NA
"Odontoschisma denudatum",NA,NA,NA
"Carex silicea",NA,NA,NA
"Sitticus palustris",NA,NA,NA
"Lycopodium appalachianum",NA,NA,NA
"Porphyra miniata",NA,NA,NA
"Petalonia debilis",NA,NA,NA
"Ulothrix flacca",NA,NA,NA
"Bembix americana",NA,NA,NA
"Mnium affine",NA,NA,NA
"Nomada articulata",NA,NA,NA
"Aeshna subarctica",NA,NA,NA
"Osmia collinsiae",NA,NA,NA
"Aster umbellatus",NA,NA,NA
"Entoloma versatile",NA,NA,NA
"Rhytidiadelphus triquetrus",NA,NA,NA
"Hygrocybe punicea",NA,NA,NA
"Heterodermia hypoleuca",NA,NA,NA
"Tenebrio molitor",NA,NA,NA
"Usnea subrubicunda",NA,NA,NA
"Pyrrhospora elabens",NA,NA,NA
"Boletus subvelutipes",NA,NA,NA
"Diploschistes scruposus",NA,NA,NA
"Amanita cothurnata",NA,NA,NA
"Dicranum undulatum",NA,NA,NA
"Caloplaca fraudans",NA,NA,NA
"Platanthera clavellata",NA,NA,NA
"Carex gynandra",NA,NA,NA
"Cladonia stygia",NA,NA,NA
"Acrosiphonia duriuscula",NA,NA,NA
"Hypomyces chrysospermus",NA,NA,NA
"Sphagnum papillosum",NA,NA,NA
"Pseudevernia consocians",NA,NA,NA
"Gymnopilus subdryophilus",NA,NA,NA
"Cortinarius caninus",NA,NA,NA
"Coccinella linnaeus",NA,NA,NA
"Polyporus albriceps",NA,NA,NA
"Bakerella cinerea",NA,NA,NA
"Lasioglossum gotham",NA,NA,NA
"Dryopteris spinulosa",NA,NA,NA
"Antithamnionella floccosa",NA,NA,NA
"Lecanora impudens",NA,NA,NA
"Utricularia vulgaris",NA,NA,NA
"Temnothorax ambiguus",NA,NA,NA
"Gaylussacia baccata",NA,NA,NA
"Tetraphis pellucida",NA,NA,NA
"Cliostomum griffithii",NA,NA,NA
"Acarospora tuckerae",NA,NA,NA
"Physconia grumosa",NA,NA,NA
"Inocybe calamistrata",NA,NA,NA
"Orthocephalus mutabilis",NA,NA,NA
"Coprinus atramentarius",NA,NA,NA
"Leptothorax mayr",NA,NA,NA
"Eriocaulon aquaticum",NA,NA,NA
"Salix petiolaris",NA,NA,NA
"Carex stricta",NA,NA,NA
"Gloeoporus dichorus",NA,NA,NA
"Russula aurantiolutea",NA,NA,NA
"Juncus brevicaudatus",NA,NA,NA
"Chaetomorpha aerea",NA,NA,NA
"Ochrolechia frigida",NA,NA,NA
"Neolentinus lepideus",NA,NA,NA
"Sciurus carolinensis",NA,NA,NA
"Trailliella intricata",NA,NA,NA
"Woodsia ilvensis",NA,NA,NA
"Enteromorpha compressa",NA,NA,NA
"Brachyelytrum erectum",NA,NA,NA
"Hydum repandum",NA,NA,NA
"Candelariella aurella",NA,NA,NA
"Stenelmis dufour",NA,NA,NA
"Hygrophorus auratocephalus",NA,NA,NA
"Tylopilus gracilis",NA,NA,NA
"Pemphredon inornata",NA,NA,NA
"Clavulinopsis fusiformis",NA,NA,NA
"Ramalina dilacerata",NA,NA,NA
"Porpidia diversa",NA,NA,NA
"Aeshna canadensis",NA,NA,NA
"Osmia bucephala",NA,NA,NA
"Lasioglossum leucocomum",NA,NA,NA
"Fontinalis sullivantii",NA,NA,NA
"Crossocerus nigritus",NA,NA,NA
"Cypripedium reginae",NA,NA,NA
"Biatora helvola",NA,NA,NA
"Ulva rigida",NA,NA,NA
"Splachnum pensylvanicum",NA,NA,NA
"Cetraria arenaria",NA,NA,NA
"Rinodina ascociscana",NA,NA,NA
"Grimmia donniana",NA,NA,NA
"Lecidea plana",NA,NA,NA
"Utricularia cornuta",NA,NA,NA
"Boletus chrysenteron",NA,NA,NA
"Lactarius vinaceorufescens",NA,NA,NA
"Porpidia crustulata",NA,NA,NA
"Rilaena triangularis",NA,NA,NA
